"name","domain","id"
"吉田作","www.greenbase-onlineshop.com",136158183640
"2023","bomstore.shop",134763741410
"Unidukan Revamp New","sa.unidukan.com",129775141018
"Refresh","tullhomedecor.com",136320024791
"Dida Sports","didasports.com",131950149878
"Studio","thecuratedstoreindia.com",122375438441
"Theme 16/12 Alerte Klaviyo - Gift Wrapping","jeannevouland.com",136395030758
"Dawn","aperfectfit247.com",128076087452
"Cópia atualizada de Cópia atualizada de Dawn","www.rdxmarket.com.br",130342584484
"Ride","princecharmingstore.com",126811996213
"Dawn","havanassecreteg.com",133231378679
"Chantal B","revendeurs.chantal-b.com",133863866620
"Tai ecom","allhomedecore.com",134183125212
"Venue","jerky.store",135293993174
"Dawn - Published Aug 1","austar-us.com",134555500783
"Dawn","lovelyluxebtq.shop",125941710905
"circulon-shopify/main-alt-2","www.circulon.com.au",136709079266
"sac-theme-reforce-005-01-2023","www.s-amden.com",137406513401
"Kalles-4.0.5 [Wholesaler]","luxus18k.com",131702620332
"Brooklyn","mangaalharvest.com",120290639925
"Taiecom","jurbes.com",122515849252
"Dawn","www.fullmoda.co",128568983750
"Warehouse Facas do Mundo","facasdomundo.com",129301643482
"CRM_Website","www.caliraisedmoto.com",134178210046
"CSMCY","cosmecy.in",122210549827
"Dutch Rose 1.0","dutchrose.com",124638167084
"On Point","www.onpointfutshopp.com.br",123716010044
"Theme export  uk-nps-solovair-com-symmetry-bent...","outlet.nps-solovair.com",133166137559
"Context Main B2B Development -Trond","b2b.thepropertyof.com",125514416280
"laneeight-shopify/main","laneeight.hk",129072955530
"The Shoe doc - v1.0","theshoedoc.com",133984649463
"Customization by Grafikservis.com","en.yorstruly.com",129320976600
"Kalles 3.2.0","www.legavenue.eu",131272212712
"Refresh","www.carseatheadrestmerch.com",134748405984
"Standard Brands","standardbrands.shop",122823770166
"Wow-5.0.8-product-url-replaced","www.wowshopping.com.au",125262823562
"LIST v2 / Sale jan 23","liststore.dk",132092133567
"Dawn","www.perfectpotion.jp",129188987052
"Theme export  lojanovahera-com-davinci-metodo  ...","soulilyloja.com",128884342922
"Prestige","www.auromin.in",131060662434
"Dawn | Optimized","legadoclothing.com",130782298301
"Theme export  www-thelovestory-couple-de-copy-o...","thelovestory-couple.nl",133790367996
"Studio","lorensaf.com",130131755177
"Expanse","www.belletica.it",126513447051
"BabyForest","www.babyforest.in",130024931517
"Impulse","muskyfool.com",133007605986
"Prestige","vrtxsports.co.jp",134425837780
"Craft 5.0.1 - MM-v2.2","www.mismuebles.co",133310283925
"Tai ecom","decorstore4u.com",134687817942
"Dawn","shop.chinuya.com",128003571862
"STHL Mode","www.sthlmode.se",133943230691
"Tai ecom","wyndhamcreek.com",125692477493
"Copia de Supply","modaestroz.com",126659035328
"Craft","www.freespiritcollective.com",127308005433
"AIOD of Blam Black Store TEST","www.blamblack.com",136549269760
"Dawn","www.truthwithindesigns.com",133840503016
"Theme export  motion  9.0","www.ultimal.co",126352556171
"Convertex 4.1 shopify - black friday","lojasize.com.br",137823781170
"S.P.A.L. Shop 1.0","store.spalferrara.it",134024265983
"Sense","thetravelpaws.com",127178211535
"Craft","mxcoffeebreak.com",129653768371
"shopify-theme-nadaman/master","store.nadaman.co.jp",134783992026
"(Support) Susan-v1-0-8 Shivdas custom - Media","www.shivdas.in",135542276349
"Debut","www.ohr-freund.de",122478231631
"Sunscreen Dec 2022","au.sparms.com",123909734479
"Bytegrasp - Nettopreise - EU-Steuern","kraeutermax.com",136146977017
"Dawn","www.makeover-shop.com",122445987945
"Dawn","www.cocktaiil.com",130918121684
"AIOD of Blam Black Store TEST","www.blamblack.com",136549269760
"Nov Backup Crave","coex3d.com",130685206711
"Canopy (Main/White Background)","www.buyable.net",130085978169
